Elements,Instructions,Cycles,IPC,LLC_misses,lat_ns
1550000000,0,0,0,0,0
1555000000,0,0,0,0,0
1560000000,0,0,0,0,0
1565000000,0,0,0,0,0
1570000000,0,0,0,0,0
1575000000,0,0,0,0,0
1580000000,0,0,0,0,0
1585000000,0,0,0,0,0
1590000000,0,0,0,0,0
1595000000,0,0,0,0,0
1600000000,0,0,0,0,0
1605000000,0,0,0,0,0
1610000000,0,0,0,0,0
1615000000,0,0,0,0,0
1620000000,0,0,0,0,0
1625000000,0,0,0,0,0
1630000000,0,0,0,0,0
1635000000,0,0,0,0,0
1640000000,0,0,0,0,0
1645000000,0,0,0,0,0
1650000000,0,0,0,0,0
1655000000,0,0,0,0,0
1660000000,0,0,0,0,0
1665000000,0,0,0,0,0
1670000000,0,0,0,0,0
1675000000,0,0,0,0,0
1680000000,0,0,0,0,0
1685000000,0,0,0,0,0
1690000000,0,0,0,0,0
1695000000,0,0,0,0,0
1700000000,0,0,0,0,0
1705000000,0,0,0,0,0
1710000000,0,0,0,0,0
1715000000,0,0,0,0,0
1720000000,0,0,0,0,0
1725000000,0,0,0,0,0
1730000000,0,0,0,0,0
1735000000,0,0,0,0,0
1740000000,0,0,0,0,0
1745000000,0,0,0,0,0
1750000000,0,0,0,0,0
1755000000,0,0,0,0,0
1760000000,0,0,0,0,0
1765000000,0,0,0,0,0
1770000000,0,0,0,0,0
1775000000,0,0,0,0,0
1780000000,0,0,0,0,0
1785000000,0,0,0,0,0
1790000000,0,0,0,0,0
1795000000,0,0,0,0,0
1800000000,0,0,0,0,0
1805000000,0,0,0,0,0
1810000000,0,0,0,0,0
1815000000,0,0,0,0,0
1820000000,0,0,0,0,0
1825000000,0,0,0,0,0
1830000000,0,0,0,0,0
1835000000,0,0,0,0,0
1840000000,0,0,0,0,0
1845000000,0,0,0,0,0
1850000000,0,0,0,0,0
1855000000,0,0,0,0,0
1860000000,0,0,0,0,0
1865000000,0,0,0,0,0
1870000000,0,0,0,0,0
1875000000,0,0,0,0,0
1880000000,0,0,0,0,0
1885000000,0,0,0,0,0
1890000000,0,0,0,0,0
1895000000,0,0,0,0,0
1900000000,0,0,0,0,0
1905000000,0,0,0,0,0
1910000000,0,0,0,0,0
1915000000,0,0,0,0,0
1920000000,0,0,0,0,0
1925000000,0,0,0,0,0
1930000000,0,0,0,0,0
1935000000,0,0,0,0,0
1940000000,0,0,0,0,0
1945000000,0,0,0,0,0
1950000000,0,0,0,0,0
1955000000,0,0,0,0,0
1960000000,0,0,0,0,0
1965000000,0,0,0,0,0
1970000000,0,0,0,0,0
1975000000,0,0,0,0,0
1980000000,0,0,0,0,0
1985000000,0,0,0,0,0
1990000000,0,0,0,0,0
1995000000,0,0,0,0,0
2000000000,0,0,0,0,0
2005000000,0,0,0,0,0
2010000000,0,0,0,0,0
2015000000,0,0,0,0,0
2020000000,0,0,0,0,0
2025000000,0,0,0,0,0
2030000000,0,0,0,0,0
2035000000,0,0,0,0,0
2040000000,0,0,0,0,0
2045000000,0,0,0,0,0
2050000000,0,0,0,0,0
2055000000,0,0,0,0,0
2060000000,0,0,0,0,0
2065000000,0,0,0,0,0
2070000000,0,0,0,0,0
2075000000,0,0,0,0,0
2080000000,0,0,0,0,0
2085000000,0,0,0,0,0
2090000000,0,0,0,0,0
2095000000,0,0,0,0,0
2100000000,0,0,0,0,0
2105000000,0,0,0,0,0
2110000000,0,0,0,0,0
2115000000,0,0,0,0,0
2120000000,0,0,0,0,0
2125000000,0,0,0,0,0
2130000000,0,0,0,0,0
2135000000,0,0,0,0,0
2140000000,0,0,0,0,0
2145000000,0,0,0,0,0
2150000000,0,0,0,0,0
2155000000,0,0,0,0,0
2160000000,0,0,0,0,0
2165000000,0,0,0,0,0
2170000000,0,0,0,0,0
2175000000,0,0,0,0,0
2180000000,0,0,0,0,0
2185000000,0,0,0,0,0
2190000000,0,0,0,0,0
2195000000,0,0,0,0,0
2200000000,0,0,0,0,0
2205000000,0,0,0,0,0
2210000000,0,0,0,0,0
2215000000,0,0,0,0,0
2220000000,0,0,0,0,0
2225000000,0,0,0,0,0
2230000000,0,0,0,0,0
2235000000,0,0,0,0,0
2240000000,0,0,0,0,0
2245000000,0,0,0,0,0
2250000000,0,0,0,0,0
2255000000,0,0,0,0,0
2260000000,0,0,0,0,0
2265000000,0,0,0,0,0
2270000000,0,0,0,0,0
2275000000,0,0,0,0,0
2280000000,0,0,0,0,0
2285000000,0,0,0,0,0
2290000000,0,0,0,0,0
2295000000,0,0,0,0,0
2300000000,0,0,0,0,0
2305000000,0,0,0,0,0
2310000000,0,0,0,0,0
2315000000,0,0,0,0,0
2320000000,0,0,0,0,0
2325000000,0,0,0,0,0
2330000000,0,0,0,0,0
2335000000,0,0,0,0,0
2340000000,0,0,0,0,0
2345000000,0,0,0,0,0
2350000000,0,0,0,0,0
2355000000,0,0,0,0,0
2360000000,0,0,0,0,0
2365000000,0,0,0,0,0
2370000000,0,0,0,0,0
2375000000,0,0,0,0,0
2380000000,0,0,0,0,0
2385000000,0,0,0,0,0
2390000000,0,0,0,0,0
2395000000,0,0,0,0,0
2400000000,0,0,0,0,0
2405000000,0,0,0,0,0
2410000000,0,0,0,0,0
2415000000,0,0,0,0,0
2420000000,0,0,0,0,0
2425000000,0,0,0,0,0
2430000000,0,0,0,0,0
2435000000,0,0,0,0,0
2440000000,0,0,0,0,0
2445000000,0,0,0,0,0
2450000000,0,0,0,0,0
2455000000,0,0,0,0,0
2460000000,0,0,0,0,0
2465000000,0,0,0,0,0
2470000000,0,0,0,0,0
2475000000,0,0,0,0,0
2480000000,0,0,0,0,0
2485000000,0,0,0,0,0
2490000000,0,0,0,0,0
2495000000,0,0,0,0,0
2500000000,0,0,0,0,0
2505000000,0,0,0,0,0
2510000000,0,0,0,0,0
2515000000,0,0,0,0,0
2520000000,0,0,0,0,0
2525000000,0,0,0,0,0
2530000000,0,0,0,0,0
2535000000,0,0,0,0,0
2540000000,0,0,0,0,0
2545000000,0,0,0,0,0
2550000000,0,0,0,0,0
2555000000,0,0,0,0,0
2560000000,0,0,0,0,0
2565000000,0,0,0,0,0
2570000000,0,0,0,0,0
2575000000,0,0,0,0,0
2580000000,0,0,0,0,0
2585000000,0,0,0,0,0
2590000000,0,0,0,0,0
2595000000,0,0,0,0,0
2600000000,0,0,0,0,0
2605000000,0,0,0,0,0
2610000000,0,0,0,0,0
2615000000,0,0,0,0,0
2620000000,0,0,0,0,0
2625000000,0,0,0,0,0
2630000000,0,0,0,0,0
2635000000,0,0,0,0,0
2640000000,0,0,0,0,0
2645000000,0,0,0,0,0
2650000000,0,0,0,0,0
2655000000,0,0,0,0,0
2660000000,0,0,0,0,0
2665000000,0,0,0,0,0
2670000000,0,0,0,0,0
2675000000,0,0,0,0,0
2680000000,0,0,0,0,0
2685000000,0,0,0,0,0
2690000000,0,0,0,0,0
2695000000,0,0,0,0,0
2700000000,0,0,0,0,0
2705000000,0,0,0,0,0
2710000000,0,0,0,0,0
2715000000,0,0,0,0,0
2720000000,0,0,0,0,0
2725000000,0,0,0,0,0
2730000000,0,0,0,0,0
2735000000,0,0,0,0,0
2740000000,0,0,0,0,0
2745000000,0,0,0,0,0
2750000000,0,0,0,0,0
2755000000,0,0,0,0,0
2760000000,0,0,0,0,0
2765000000,0,0,0,0,0
2770000000,0,0,0,0,0
2775000000,0,0,0,0,0
2780000000,0,0,0,0,0
2785000000,0,0,0,0,0
2790000000,0,0,0,0,0
2795000000,0,0,0,0,0
2800000000,0,0,0,0,0
2805000000,0,0,0,0,0
2810000000,0,0,0,0,0
2815000000,0,0,0,0,0
2820000000,0,0,0,0,0
2825000000,0,0,0,0,0
2830000000,0,0,0,0,0
2835000000,0,0,0,0,0
2840000000,0,0,0,0,0
2845000000,0,0,0,0,0
2850000000,0,0,0,0,0
2855000000,0,0,0,0,0
2860000000,0,0,0,0,0
2865000000,0,0,0,0,0
2870000000,0,0,0,0,0
2875000000,0,0,0,0,0
2880000000,0,0,0,0,0
2885000000,0,0,0,0,0
2890000000,0,0,0,0,0
2895000000,0,0,0,0,0
2900000000,0,0,0,0,0
2905000000,0,0,0,0,0
2910000000,0,0,0,0,0
2915000000,0,0,0,0,0
2920000000,0,0,0,0,0
2925000000,0,0,0,0,0
2930000000,0,0,0,0,0
2935000000,0,0,0,0,0
2940000000,0,0,0,0,0
2945000000,0,0,0,0,0
2950000000,0,0,0,0,0
2955000000,0,0,0,0,0
2960000000,0,0,0,0,0
2965000000,0,0,0,0,0
2970000000,0,0,0,0,0
2975000000,0,0,0,0,0
2980000000,0,0,0,0,0
2985000000,0,0,0,0,0
2990000000,0,0,0,0,0
2995000000,0,0,0,0,0
3000000000,0,0,0,0,0
3005000000,0,0,0,0,0
3010000000,0,0,0,0,0
3015000000,0,0,0,0,0
3020000000,0,0,0,0,0
3025000000,0,0,0,0,0
3030000000,0,0,0,0,0
3035000000,0,0,0,0,0
3040000000,0,0,0,0,0
3045000000,0,0,0,0,0
3050000000,0,0,0,0,0
3055000000,0,0,0,0,0
3060000000,0,0,0,0,0
3065000000,0,0,0,0,0
3070000000,0,0,0,0,0
3075000000,0,0,0,0,0
3080000000,0,0,0,0,0
3085000000,0,0,0,0,0
3090000000,0,0,0,0,0
3095000000,0,0,0,0,0
3100000000,0,0,0,0,0
3105000000,0,0,0,0,0
3110000000,0,0,0,0,0
3115000000,0,0,0,0,0
3120000000,0,0,0,0,0
3125000000,0,0,0,0,0
3130000000,0,0,0,0,0
3135000000,0,0,0,0,0
3140000000,0,0,0,0,0
3145000000,0,0,0,0,0
3150000000,0,0,0,0,0
3155000000,0,0,0,0,0
3160000000,0,0,0,0,0
3165000000,0,0,0,0,0
3170000000,0,0,0,0,0
3175000000,0,0,0,0,0
3180000000,0,0,0,0,0
3185000000,0,0,0,0,0
3190000000,0,0,0,0,0
3195000000,0,0,0,0,0
3200000000,0,0,0,0,0
3205000000,0,0,0,0,0
3210000000,0,0,0,0,0
3215000000,0,0,0,0,0
3220000000,0,0,0,0,0
3225000000,0,0,0,0,0
3230000000,0,0,0,0,0
3235000000,0,0,0,0,0
3240000000,0,0,0,0,0
3245000000,0,0,0,0,0
3250000000,0,0,0,0,0
3255000000,0,0,0,0,0
3260000000,0,0,0,0,0
3265000000,0,0,0,0,0
3270000000,0,0,0,0,0
3275000000,0,0,0,0,0
3280000000,0,0,0,0,0
3285000000,0,0,0,0,0
3290000000,0,0,0,0,0
3295000000,0,0,0,0,0
3300000000,0,0,0,0,0
3305000000,0,0,0,0,0
3310000000,0,0,0,0,0
3315000000,0,0,0,0,0
3320000000,0,0,0,0,0
3325000000,0,0,0,0,0
3330000000,0,0,0,0,0
3335000000,0,0,0,0,0
3340000000,0,0,0,0,0
3345000000,0,0,0,0,0
3350000000,0,0,0,0,0
3355000000,0,0,0,0,0
3360000000,0,0,0,0,0
3365000000,0,0,0,0,0
3370000000,0,0,0,0,0
3375000000,0,0,0,0,0
3380000000,0,0,0,0,0
3385000000,0,0,0,0,0
3390000000,0,0,0,0,0
3395000000,0,0,0,0,0
3400000000,0,0,0,0,0
3405000000,0,0,0,0,0
3410000000,0,0,0,0,0
3415000000,0,0,0,0,0
3420000000,0,0,0,0,0
3425000000,0,0,0,0,0
3430000000,0,0,0,0,0
3435000000,0,0,0,0,0
3440000000,0,0,0,0,0
3445000000,0,0,0,0,0
3450000000,0,0,0,0,0
3455000000,0,0,0,0,0
3460000000,0,0,0,0,0
3465000000,0,0,0,0,0
3470000000,0,0,0,0,0
3475000000,0,0,0,0,0
3480000000,0,0,0,0,0
3485000000,0,0,0,0,0
3490000000,0,0,0,0,0
3495000000,0,0,0,0,0
3500000000,0,0,0,0,0
3505000000,0,0,0,0,0
3510000000,0,0,0,0,0
3515000000,0,0,0,0,0
3520000000,0,0,0,0,0
3525000000,0,0,0,0,0
3530000000,0,0,0,0,0
3535000000,0,0,0,0,0
3540000000,0,0,0,0,0
3545000000,0,0,0,0,0
3550000000,0,0,0,0,0
3555000000,0,0,0,0,0
3560000000,0,0,0,0,0
3565000000,0,0,0,0,0
3570000000,0,0,0,0,0
3575000000,0,0,0,0,0
3580000000,0,0,0,0,0
3585000000,0,0,0,0,0
3590000000,0,0,0,0,0
3595000000,0,0,0,0,0
3600000000,0,0,0,0,0
3605000000,0,0,0,0,0
3610000000,0,0,0,0,0
3615000000,0,0,0,0,0
3620000000,0,0,0,0,0
3625000000,0,0,0,0,0
3630000000,0,0,0,0,0
3635000000,0,0,0,0,0
3640000000,0,0,0,0,0
3645000000,0,0,0,0,0
3650000000,0,0,0,0,0
3655000000,0,0,0,0,0
3660000000,0,0,0,0,0
3665000000,0,0,0,0,0
3670000000,0,0,0,0,0
3675000000,0,0,0,0,0
3680000000,0,0,0,0,0
3685000000,0,0,0,0,0
3690000000,0,0,0,0,0
3695000000,0,0,0,0,0
3700000000,0,0,0,0,0
3705000000,0,0,0,0,0
3710000000,0,0,0,0,0
3715000000,0,0,0,0,0
3720000000,0,0,0,0,0
3725000000,0,0,0,0,0
3730000000,0,0,0,0,0
3735000000,0,0,0,0,0
3740000000,0,0,0,0,0
3745000000,0,0,0,0,0
3750000000,0,0,0,0,0
3755000000,0,0,0,0,0
3760000000,0,0,0,0,0
3765000000,0,0,0,0,0
3770000000,0,0,0,0,0
3775000000,0,0,0,0,0
3780000000,0,0,0,0,0
3785000000,0,0,0,0,0
3790000000,0,0,0,0,0
3795000000,0,0,0,0,0
3800000000,0,0,0,0,0
3805000000,0,0,0,0,0
3810000000,0,0,0,0,0
3815000000,0,0,0,0,0
3820000000,0,0,0,0,0
3825000000,0,0,0,0,0
3830000000,0,0,0,0,0
3835000000,0,0,0,0,0
3840000000,0,0,0,0,0
3845000000,0,0,0,0,0
3850000000,0,0,0,0,0
3855000000,0,0,0,0,0
3860000000,0,0,0,0,0
3865000000,0,0,0,0,0
3870000000,0,0,0,0,0
3875000000,0,0,0,0,0
3880000000,0,0,0,0,0
3885000000,0,0,0,0,0
3890000000,0,0,0,0,0
3895000000,0,0,0,0,0
3900000000,0,0,0,0,0
3905000000,0,0,0,0,0
3910000000,0,0,0,0,0
3915000000,0,0,0,0,0
3920000000,0,0,0,0,0
3925000000,0,0,0,0,0
3930000000,0,0,0,0,0
3935000000,0,0,0,0,0
3940000000,0,0,0,0,0
3945000000,0,0,0,0,0
3950000000,0,0,0,0,0
3955000000,0,0,0,0,0
3960000000,0,0,0,0,0
3965000000,0,0,0,0,0
3970000000,0,0,0,0,0
3975000000,0,0,0,0,0
3980000000,0,0,0,0,0
3985000000,0,0,0,0,0
3990000000,0,0,0,0,0
3995000000,0,0,0,0,0
4000000000,0,0,0,0,0
4005000000,0,0,0,0,0
4010000000,0,0,0,0,0
4015000000,0,0,0,0,0
4020000000,0,0,0,0,0
4025000000,0,0,0,0,0
4030000000,0,0,0,0,0
4035000000,0,0,0,0,0
4040000000,0,0,0,0,0
4045000000,0,0,0,0,0
4050000000,0,0,0,0,0
4055000000,0,0,0,0,0
4060000000,0,0,0,0,0
4065000000,0,0,0,0,0
4070000000,0,0,0,0,0
4075000000,0,0,0,0,0
4080000000,0,0,0,0,0
4085000000,0,0,0,0,0
4090000000,0,0,0,0,0
4095000000,0,0,0,0,0
4100000000,0,0,0,0,0
4105000000,0,0,0,0,0
4110000000,0,0,0,0,0
4115000000,0,0,0,0,0
4120000000,0,0,0,0,0
4125000000,0,0,0,0,0
4130000000,0,0,0,0,0
4135000000,0,0,0,0,0
4140000000,0,0,0,0,0
4145000000,0,0,0,0,0
4150000000,0,0,0,0,0
4155000000,0,0,0,0,0
4160000000,0,0,0,0,0
4165000000,0,0,0,0,0
4170000000,0,0,0,0,0
4175000000,0,0,0,0,0
4180000000,0,0,0,0,0
4185000000,0,0,0,0,0
4190000000,0,0,0,0,0
4195000000,0,0,0,0,0
4200000000,0,0,0,0,0
4205000000,0,0,0,0,0
4210000000,0,0,0,0,0
4215000000,0,0,0,0,0
4220000000,0,0,0,0,0
4225000000,0,0,0,0,0
4230000000,0,0,0,0,0
4235000000,0,0,0,0,0
4240000000,0,0,0,0,0
4245000000,0,0,0,0,0
4250000000,0,0,0,0,0
4255000000,0,0,0,0,0
4260000000,0,0,0,0,0
4265000000,0,0,0,0,0
4270000000,0,0,0,0,0
4275000000,0,0,0,0,0
4280000000,0,0,0,0,0
4285000000,0,0,0,0,0
4290000000,0,0,0,0,0
4295000000,0,0,0,0,0
4300000000,0,0,0,0,0
4305000000,0,0,0,0,0
4310000000,0,0,0,0,0
4315000000,0,0,0,0,0
4320000000,0,0,0,0,0
4325000000,0,0,0,0,0
4330000000,0,0,0,0,0
4335000000,0,0,0,0,0
4340000000,0,0,0,0,0
4345000000,0,0,0,0,0
4350000000,0,0,0,0,0
4355000000,0,0,0,0,0
4360000000,0,0,0,0,0
4365000000,0,0,0,0,0
4370000000,0,0,0,0,0
4375000000,0,0,0,0,0
4380000000,0,0,0,0,0
4385000000,0,0,0,0,0
4390000000,0,0,0,0,0
4395000000,0,0,0,0,0
4400000000,0,0,0,0,0
4405000000,0,0,0,0,0
4410000000,0,0,0,0,0
4415000000,0,0,0,0,0
4420000000,0,0,0,0,0
4425000000,0,0,0,0,0
4430000000,0,0,0,0,0
4435000000,0,0,0,0,0
4440000000,0,0,0,0,0
4445000000,0,0,0,0,0
4450000000,0,0,0,0,0
4455000000,0,0,0,0,0
4460000000,0,0,0,0,0
4465000000,0,0,0,0,0
4470000000,0,0,0,0,0
4475000000,0,0,0,0,0
4480000000,0,0,0,0,0
4485000000,0,0,0,0,0
4490000000,0,0,0,0,0
4495000000,0,0,0,0,0
4500000000,0,0,0,0,0
4505000000,0,0,0,0,0
4510000000,0,0,0,0,0
4515000000,0,0,0,0,0
4520000000,0,0,0,0,0
4525000000,0,0,0,0,0
4530000000,0,0,0,0,0
4535000000,0,0,0,0,0
4540000000,0,0,0,0,0
4545000000,0,0,0,0,0
4550000000,0,0,0,0,0
4555000000,0,0,0,0,0
4560000000,0,0,0,0,0
4565000000,0,0,0,0,0
4570000000,0,0,0,0,0
4575000000,0,0,0,0,0
4580000000,0,0,0,0,0
4585000000,0,0,0,0,0
4590000000,0,0,0,0,0
4595000000,0,0,0,0,0
4600000000,0,0,0,0,0
4605000000,0,0,0,0,0
4610000000,0,0,0,0,0
4615000000,0,0,0,0,0
4620000000,0,0,0,0,0
4625000000,0,0,0,0,0
4630000000,0,0,0,0,0
4635000000,0,0,0,0,0
4640000000,0,0,0,0,0
4645000000,0,0,0,0,0
4650000000,0,0,0,0,0
4655000000,0,0,0,0,0
4660000000,0,0,0,0,0
4665000000,0,0,0,0,0
4670000000,0,0,0,0,0
4675000000,0,0,0,0,0
4680000000,0,0,0,0,0
4685000000,0,0,0,0,0
4690000000,0,0,0,0,0
4695000000,0,0,0,0,0
4700000000,0,0,0,0,0
4705000000,0,0,0,0,0
4710000000,0,0,0,0,0
